"ID"	"MaxEcotype"	"AssignmentP"	"AssignmentQ"	"AssignedToEcotypeStates"	"Ecotype"
"173"	"TCGA.85.8351.01A.11R.2296.07"	"E6"	0.134218458823203	0.182615220405169	TRUE	"E6"
"177"	"TCGA.33.4547.01A.01R.1201.07"	"E6"	0.0278558186414568	0.0663233777177542	TRUE	"E6"
"181"	"TCGA.39.5035.01A.01R.1443.07"	"E6"	0.142689370020926	0.190761189867548	TRUE	"E6"
"186"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"E6"	0.0413596780464397	0.0876264365390673	TRUE	"E6"
"197"	"TCGA.22.4591.01A.01R.1201.07"	"E6"	0.202060498595886	0.245219051694036	TRUE	"E6"
"201"	"TCGA.66.2768.01A.01R.0851.07"	"E6"	0.109677797679052	0.158493927281868	TRUE	"E6"
"202"	"TCGA.77.8008.01A.21R.2187.07"	"E6"	0.155947054152848	0.203056060094854	TRUE	"E6"
"210"	"TCGA.94.8491.01A.11R.2326.07"	"E6"	0.0944460514943819	0.145750079466639	TRUE	"E6"
"212"	"TCGA.96.8170.01A.11R.2296.07"	"E6"	0.0193894297128233	0.051225252075943	TRUE	"E6"
"216"	"TCGA.66.2759.01A.01R.0851.07"	"E6"	0.102265739998393	0.150390794115284	TRUE	"E6"
"218"	"TCGA.66.2786.01A.01R.0851.07"	"E6"	0.0135242704513232	0.0379895237396718	TRUE	"E6"
"227"	"TCGA.63.A5MU.01A.11R.A26W.07"	"E6"	0.0111623643840758	0.0340315987319385	TRUE	"E6"
"228"	"TCGA.51.4079.01A.01R.1100.07"	"E6"	0.0918979922936974	0.144249328515375	TRUE	"E6"
"237"	"TCGA.33.6738.01A.11R.1949.07"	"E6"	0.0879855656150656	0.141912202604944	TRUE	"E6"
"244"	"TCGA.56.7822.01A.11R.2125.07"	"E6"	0.0433440120647641	0.0888196968540247	TRUE	"E6"
"246"	"TCGA.68.7757.01B.11R.2296.07"	"E6"	0.0277591580599482	0.0663233777177542	TRUE	"E6"
"250"	"TCGA.85.7710.01A.11R.2125.07"	"E6"	0.0589124851660703	0.110737754071561	TRUE	"E6"
"17"	"TCGA.44.6775.01A.11R.1858.07"	"E7"	2.26967205024971e-06	3.15232229201348e-05	TRUE	"E7"
"129"	"TCGA.86.6562.01A.11R.1755.07"	"E7"	0.0407414961571718	0.0870544789683159	TRUE	"E7"
"130"	"TCGA.46.3767.01A.01R.0980.07"	"E7"	0.00190190577581314	0.0101165200841125	TRUE	"E7"
"143"	"TCGA.64.1679.01A.21R.2066.07"	"E7"	0.00982677420651491	0.0314960711747273	TRUE	"E7"
"171"	"TCGA.22.5483.01A.01R.1820.07"	"E7"	0.0866530068330243	0.141075304578875	TRUE	"E7"
"221"	"TCGA.46.3766.01A.01R.0980.07"	"E7"	0.0028989200179631	0.0139371154709764	TRUE	"E7"
